Epoch,ctc_loss,val_ctc_loss
Epoch 0,304.4111328125,262.4876366063168
Epoch 1,204.58236694335938,179.35530447708933
Epoch 2,140.65316772460938,124.84492334064684
Epoch 3,104.69529724121094,94.70020115501002
Epoch 4,88.80006408691406,85.15612108330977
Epoch 5,83.716064453125,82.04135856628417
Epoch 6,81.5738296508789,80.05025197079307
Epoch 7,79.58901977539062,78.8555816449617
Epoch 8,78.7748794555664,78.52383693895842
Epoch 9,77.78541564941406,78.41549172652395
Epoch 10,76.62240600585938,76.64780588651958
Epoch 11,76.58561706542969,75.48613012213455
Epoch 12,75.71632385253906,75.64161227376837
Epoch 13,75.23448944091797,75.0664425900108
Epoch 14,75.55836486816406,74.90101087469803
Epoch 15,75.01698303222656,74.31606440293162
Epoch 16,74.98213195800781,74.41307751504999
Epoch 17,73.79407501220703,73.51004663768568
Epoch 18,74.04170989990234,73.85168681897615
Epoch 19,73.38384246826172,73.01842018930536
Epoch 20,72.8261947631836,73.18604538566188
Epoch 21,73.10994720458984,73.04656667207416
Epoch 22,72.22928619384766,73.28254217850535
Epoch 23,72.03805541992188,72.82326989424855
Epoch 24,71.84732818603516,72.48705815766986
Epoch 25,71.79280853271484,71.3811900791369
Epoch 26,70.83312225341797,71.44650787554289
Epoch 27,70.98065948486328,71.69623747373882
Epoch 28,70.79946899414062,71.71943129489297
Epoch 29,70.56770324707031,70.85718845568205
Epoch 30,70.15373992919922,71.32752852188914
Epoch 31,70.37830352783203,70.29710904171593
Epoch 32,69.39588165283203,70.89710811815763
Epoch 33,69.3320083618164,69.96277439719752
Epoch 34,69.24014282226562,69.9924124265972
Epoch 35,68.14363098144531,69.37825921711169
Epoch 36,68.48817443847656,69.16635159944234
Epoch 37,68.26393127441406,69.16323645742315
Epoch 38,67.80958557128906,68.38888808802554
Epoch 39,67.58390045166016,68.70229576512386
Epoch 40,66.86933898925781,68.83345358999152
Epoch 41,66.75346374511719,67.87186496132298
Epoch 42,66.26844024658203,68.13961971684506
Epoch 43,65.60990905761719,67.31888654608476
Epoch 44,65.80722045898438,67.60087391702753
Epoch 45,65.69900512695312,67.02549615157278
Epoch 46,65.2662353515625,67.692975214908
Epoch 47,65.1528549194336,66.42943993618614
Epoch 48,64.31160736083984,67.93617199345638
Epoch 49,64.20362091064453,66.23449902785451
Epoch 50,63.34440994262695,66.97925073724043
Epoch 51,63.159461975097656,65.47784785220497
Epoch 52,62.6361083984375,64.76614514401085
Epoch 53,62.37438201904297,63.87515885202508
Epoch 54,62.13052749633789,63.79853097012168
Epoch 55,61.28154754638672,63.28978149012515
Epoch 56,60.921268463134766,63.45911593186228
Epoch 57,59.984004974365234,63.66120191875257
Epoch 58,59.65812683105469,63.2630171524851
Epoch 59,59.45051193237305,62.30841838435123
Epoch 60,58.821250915527344,62.67328226189864
Epoch 61,58.21149826049805,61.99677488427413
Epoch 62,58.03522872924805,61.563801333778784
Epoch 63,57.410987854003906,61.012046312030996
Epoch 64,56.24642562866211,62.091909077292996
Epoch 65,55.998836517333984,58.94491308111893
Epoch 66,54.9636116027832,59.74047168932463
Epoch 67,54.664005279541016,59.150485902083545
Epoch 68,53.8029899597168,58.178206744946934
Epoch 69,53.481380462646484,58.97252276571174
Epoch 70,52.703800201416016,59.16146586066798
Epoch 71,51.61176300048828,57.59822819860358
Epoch 72,51.22198486328125,56.628089267329166
Epoch 73,50.29340362548828,56.362531350788316
Epoch 74,49.62076950073242,55.39624834060669
Epoch 75,49.04396438598633,54.8122685030887
Epoch 76,48.8831901550293,54.43271247462222
Epoch 77,48.059513092041016,53.67717863384046
Epoch 78,47.35612869262695,54.10135542217054
Epoch 79,46.601375579833984,53.29880388661435
Epoch 80,46.18241500854492,53.29254147880956
Epoch 81,45.07514953613281,52.2911344628585
Epoch 82,44.059574127197266,51.74474922481336
Epoch 83,44.00217056274414,50.20948362852398
Epoch 84,43.29344940185547,50.31614698610808
Epoch 85,42.578346252441406,49.26873113732589
Epoch 86,41.82195281982422,49.581655135907624
Epoch 87,41.18532180786133,48.1781364767175
Epoch 88,40.08000564575195,47.69430092259457
Epoch 89,39.465450286865234,47.72021367424413
Epoch 90,38.7326545715332,48.14369447105809
Epoch 91,38.505332946777344,47.52025447142751
Epoch 92,37.904720306396484,47.40659086829738
Epoch 93,37.016075134277344,47.53615588388945
Epoch 94,36.80305099487305,45.55506642994128
Epoch 95,36.10163879394531,45.14080078727321
Epoch 96,35.08658981323242,45.135787597455476
Epoch 97,34.464805603027344,44.202326977880375
Epoch 98,33.899105072021484,43.51884650933115
Epoch 99,33.24998474121094,43.00490317470149
